,rating,title,Review_data
1070,1.0,Very poor quality,Camera quality is very poor.blurr imagesProcessing is slow...and screen shows line piscals
1071,5.0,Good,The media could not be loaded.
1072,5.0,Value for money,"The media could not be loaded.
                



 All are good for this prize"
1073,3.0,Charging speed is very very slow like 18 watt charger & Camera is wrist quality,Display very goodBattery life goodCharging very slowlyAnd camera is very wrost quality
1074,1.0,Average phone in Rs 15000 category,"Worst camera , processor not up to the mark, multitasking is difficult and very slow. One of the poor model phone in Redmi."
1075,1.0,Camara quailty very poor,Whatsapp video quailty very poor this phone and camara quality avoid this very bad 😞😞Plz no purchase this phone
1076,4.0,ok,Just ok
1077,4.0,After 3 month used.,After 3 month used. Till now no any problem.
1078,5.0,Good,Looks good
1079,4.0,Except camera everything is good,"Lightweight , Good Processor , Battery life good , Camera quality is just ok not so good"
1080,3.0,"Camera is not 50MP, It's 2MP Actually","Camera is not 50MP, It's 2MP Actually."
1081,1.0,Low quality 11,The most useless mobile of the Redmi Note series so far.  The camera installed in this is of a mobile of ₹ 5000.
1082,4.0,Good in this budget,Performance and battery life is goodCamera is average if camera is your priority then don't buy this phone
1083,4.0,"Awasome, and very very good performance.",Satisfied
1084,1.0,"This phone is a waste of money,Amazon does not respond to who","Battery life is not good, the charge is low,No Compass, No Dual Options, Totally Not .... Phone"
1085,5.0,Good product at this price bracket,Good product at this price bracket* camera is not upto the markOthers I don't have any complain
1086,5.0,Nice,"Good battery life, fast chargingDecent overall performance"
1087,4.0,The camera needs to be improvised Everything else is good. Value for money,The camera needs to be improvised Everything else is good.Value for money
1088,1.0,Camera quality is not as expected...very bad experience ..feeling sad...,"The media could not be loaded.
                



 Very bad camera experience"
1089,4.0,Overall it's good. But we need to wake it up to activate the fingerprint sensor to unlock.,Overall it's good. But we need to wake it up to activate the fingerprint sensor to unlock.It's disgusting.
1090,4.0,Average phone in redmi note 11,"Camera very average, battery backup very good,  best AMOLED display, processer SD 680 also good, MIUI IS OK."
1091,5.0,Verry good,"Bahut achha hai mi ka  mobile , redmi note 5 pro vi use kiya mayne. But note 11 vi achha hai. Price vi thik."
1092,4.0,Avarage,Avarage
1093,5.0,Good product,Good product
1094,5.0,Best phone in this price amoled +90hz refresh ..Xiaomi is really doing a good job,
1095,3.0,Mobile was good.but camera quality is not appropriate.,Battery life is good.but camera performance not appropriate.and packaging was very bad.i received damage box
1096,5.0,For such a low price this is a great phone!,And battery and charging speed is a great leap in mi note1112k worth it
1097,1.0,Not good,Battery goodCamera poorDisplay poorIn hand feel goodSpekar very low quality
1098,1.0,Repairment of the device,I need repairment of this deviceI bought just 3months ago and today it it just not opening please help
1099,2.0,Disappointed,I am big fan of redmi note series but this phone note 11 after 10 days not charging properly. Very bad experience.
1100,4.0,Nice,Sim socket eject pin & head set missing
1101,5.0,Good quality display,The media could not be loaded.
1102,3.0,Camera and processor,Rear camera is very poor video quality its too low..i am disappoint......poora camera dont buy if u want gud camera....
1103,5.0,Processing is very fast,Processing is very fast
1104,1.0,Faltu mobile phone,"फालतू mobileफालतू serviceफालतू featuresBad experience use after २ monthBuy on own risk ,😡"
1105,4.0,mobile is good  redmi note 11,Very good mobile mobile display is good and bettery is also 5000 mh batter responsible camera  is not good 50 mgha pixels.
1106,4.0,Multimedia Centric,If you don't play heavy games and consume mostly multimedia then this phone is for you .
1107,1.0,Worst product i have ever buyed,Doesn't like anything not the and the customer service you provide
1108,4.0,Good,Good for this price range. Performance and battery good. Camera average. Display cool
1109,2.0,Bad quality,It is a bad quality phone. Screen is 90 hz but it does not run smooth. Camera quality is also bad.
1110,5.0,For students is good this one,"Nice phone for all purpose like low weight, camera quality, speaker, display I think good this one"
1111,5.0,Good Phone This Price Range,Good Fethure Good battery life Camera quality Ok notAverage Phone For This price Range
1112,5.0,Good performance,Excllent product
1113,3.0,"The Back body gives plastic feel, so that is a let down.","The Back body gives plastic feel, so that is a let down."
1114,2.0,waste of money,Battery life very bad And heat problem haicamera thik hai but 3 star hai onlyI am not satisfied
1115,3.0,Ok phone,Doesn't meet expectation
1116,3.0,Volume keys fall down within 10days.,Volume keys fall down within 10days. unable to replace now. MI service also not good. disappointed with redmi. unexpected
1117,3.0,"I'm very disappointed with this mobile charger ,this charger not working.","This mobile charger not working.I didn't expected from redmi brand.Mobile was good,But charger not good"
1118,5.0,Really good phone at the price point,Fast and good camera
1119,5.0,Best thing is 43w turbo fast charger and screen,All about mobile is good in budget in 12000Good performanceDual streo speaker
1120,3.0,Average phone,Phone is  lagging and camera quality average
1121,5.0,Good one with some concerns,"Good but Camera has to be improvise, some small features missing"
1122,4.0,Best mobile for daily users,Good battery life and fast fingerprint scanner and camera quality is good in light means outdoor selfie is also good
1123,3.0,Note 5 better than note 11,Note 5 better than note 11
1124,2.0,Back Camera quality is too bad.try to replace it but nothing,Back Camera quality I too bad it's just like a 8 Megapixle not a 50MP. Don't purchased this phone
1125,1.0,money waste,camera clearty not good money waste
1126,5.0,Very good fone with this prices,Very good fone
1127,1.0,"Bad battery, it didnt last long, battery just drain up in less than 1hr of usage",Battery life is sooo  🤬😡
1128,5.0,Value for money,Performance is quite good
1129,3.0,Not worth buying,Everything is good only good not best but processor is okish but camera literally sucks. Redmi note 11 disappoints
1130,4.0,Awesome,All thing are good but camera is very poor so please improve your camera quality
1131,1.0,Very poor performance and heating issue and old version software is better...,Very poor performance and heating issue and old version software is better... This is very very poor product pls refund
1132,5.0,better deal on 11k,"good display on this price range 90fps refresh rate, waight management very good , handy"
1133,5.0,Nice,Nice
1134,4.0,Price thoda jyada hai,Is mobile l liye Price 10 to 11 thousands tak thik rahta par 12999 itna kuch jyada hai
1135,3.0,"Camera picture quality is worst, very bad camera","Mobile design good, display also good But,Camera picture quality is worst, very bad camera"
1136,4.0,Overall nice budget product,Battery life - GoodPerformance- GoodCamera - alright
1137,5.0,Very good experience,No comments
1138,1.0,Worst phone ever in the history of mobile phones,"Please don't buy this phone.. Worst performance, worst camera quality, average display. Regretting buying this mobile."
1139,5.0,Good phone in this price.,Battery backup is about one day. I like phone look.camera quality is average.but in this price this is a good choice .
1140,4.0,Good product for this money,Fingerprint camera quality it's okayBattery use for one and half day solid
1141,3.0,Okay type,Everything is okay.. but the camera quality is poor..
